"1/4""-20 x 5/8"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
1173463	1/4-20X1.25S/S SHCS
"1/4""-20 x 1-1/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
1173465	1/4-20X1.75S/S SHCS
"1/4""-20 x 1-3/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
1173495	5/16-18 X 1S/S SHCS
"5/16""-18 x 1"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
1173509	6-32 x 5/8 S/S SHCS
"#6-32 x 5/8"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
1173589	1/2-13X1.5 S/S SHCS
"1/2""-13 x 1-1/2"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
1173714	6-32 x 1/4 S/S BSHCS
"#6-32 x 1/4"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
1173720	8-32 X 1/4S/S BHSCS
"#8-32 x 1/4"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
1173721	8-32 X 3/8S/S BHSCS
"#8-32 x 3/8"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
1173722	8-32 X 1/2S/S BHSCS
"#8-32 x 1/2"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
1173742	10-32X3/8 S/S BHSCS
"#10-32 x 3/8"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
1173743	10-32X1/2 S/S BHSCS
"#10-32 x 1/2"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
1173744	10-32X5/8 S/S BHSCS
"#10-32 x 5/8"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
1173777	5/16-18X.5S/S BHSCS
"5/16""-18 x 1/2"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
1173813	3/8-16X3/4S/S BHSCS
"3/8""-16 x 3/4"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
1173851	8-32 x 3/8 S/S FSHCS
"#8-32 x 3/8"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
1173852	8-32 X 1/2S/S FHSCS
"#8-32 x 1/2"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
1173854	8-32 X 3/4S/S FHSCS
"#8-32 x 3/4"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
1173870	10-32x3/8 S/S FSHCS
"#10-32 x 3/8"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
1173871	10-32X1/2 S/S FHSCS
"#10-32 x 1/2"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
1173872	10-32X5/8 S/S FHSCS
"#10-32 x 5/8"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
1173873	10-32X3/4 S/S FHSCS
"#10-32 x 3/4"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
1173874	10-32 X 1 S/S FHSCS
"#10-32 x 1"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
1173883	1/4-20 X 1S/S FHSCS
"1/4""-20 x 1"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
1173884	1/4-20X1.25S/S FHSCS
"1/4""-20 x 1-1/4"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
1173885	1/4-20X1.5S/S FHSCS
"1/4""-20 x 1-1/2"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
1173959	1/2-13X1.25S/S FHSCS
"1/2""-13 x 1-1/4"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
1176060	#10 Nylon FW
"#10 x 0.375"" OD Grade 6/6 Natural Nylon General Purpose Flat Washer"	
1176061	1/4 Nyln FW
"1/4"" x 0.500"" OD Grade 6/6 Natural Nylon General Purpose Flat Washer"	
1177109	3/8-16X1.5 HCS316S/S
"3/8""-16 x 1-1/2"" Grade 316 Stainless Steel Hex Cap Screw"	
1178071	1/2 L/W 316 S/S
"1/2"" 316 Stainless Steel Medium Split Lock Washer"	
15376	HCS 3/4-10 x 6.5 YZ8
"3/4""-10 x 6-1/2"" Grade 8 Yellow Zinc Finish Hex Cap Screw"	
23102	SHCS 6-40 X 1/4
"#6-40 x 1/4"" ASTM A574 Hex Drive Black Oxide Finish Alloy Steel Socket Cap Screw"	
23123	SHCS 8/32 X 2 1/4
"#8-32 x 2-1/4"" ASTM A574 Hex Drive Black Oxide Finish Alloy Steel Socket Cap Screw"	
23158	SHCS 10-24 X 4
"#10-24 x 4"" ASTM A574 Hex Drive Black Oxide Finish Alloy Steel Socket Cap Screw"	
24540	FHSCS 6/40 X 1/4
"#6-40 x 1/4"" ASTM F835 Hex Drive Black Oxide Finish Alloy Steel Flat Socket Cap Screw"	
33824	SAE THRUHARD 1 1/4YZ
"1-1/4"" x 2.500"" OD Thru-Hardened Yellow Zinc Finish Steel SAE General Purpose Flat Washer"	
37812	10-32L3/4W5/16 CPLZ
10-32xL3/4xW5/16 Zinc Plated Coupling Nut	
40950	M6x70D7991P10.9FHSCS
M6-1.0 x 70mm DIN 7991 Hex Drive Class 10.9 Black Oxide Finish Alloy Steel Flat Socket Cap Screw	
45751	H&L15'X3/4TAPEWHT
"15' Length x 3/4"" Width White Adhesive Back Hook & Loop Fastener"	
47873	DIN975 8.8 TROD M10
M10-1.5 x 1 M DIN 975 Class 8.8 Plain Steel Threaded Rod	
52056	S/S TRUBOLT 3/8 X 3
"3/8"" x 3"" Trubolt[REG] 304 S/S Wedge Anchor"	
70033	S/S HCS 1/4-28X7/8
"1/4""-28 x 7/8"" Grade 18-8 Stainless Steel Hex Cap Screw"	
70043	S/S HCS 1/4-28X1 1/4
"1/4""-28 x 1-1/4"" Grade 18-8 Stainless Steel Hex Cap Screw"	
70044	S/S HCS 1/4-28X1 1/2
"1/4""-28 x 1-1/2"" Grade 18-8 Stainless Steel Hex Cap Screw"	
70048	S/S HCS 1/4-28 X 3
"1/4""-28 x 3"" Grade 18-8 Stainless Steel Hex Cap Screw"	
70091	S/S HCS 5/16-24 X3/4
"5/16""-24 x 3/4"" Grade 18-8 Stainless Steel Hex Cap Screw"	
70093	S/S HCS 5/16-24X1.25
"5/16""-24 x 1-1/4"" Grade 18-8 Stainless Steel Hex Cap Screw"	
70094	S/S HCS 5/16-24X1.5
"5/16""-24 x 1-1/2"" Grade 18-8 Stainless Steel Hex Cap Screw"	
70096	S/S HCS 5/16-24 X 2
"5/16""-24 x 2"" Grade 18-8 Stainless Steel Hex Cap Screw"	
70630	S/S RSLMS 4-40X1/4
"#4-40 x 1/4"" Slotted Drive Round Head Grade 18-8 Stainless Steel Machine Screw"	
70837	S/S HX JAM 3/4-16
"3/4""-16 Grade 18-8 Stainless Steel Jam Nut"	
70908	S/S WING 10-32
10-32 18-8 Stainless Steel Wing Nut	
70980	S/S ACORN 1/4-28
"1/4""-28 Acorn Nut 18-8 Stainless Steel"	
71004	#4 F/W S/S .125x.312
"#4 x 0.312"" OD Grade 18-8 Stainless Steel Large OD General Purpose Flat Washer"	
73224	S/S SSSCP 8-32X3/16
"#8-32 x 3/16"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73226	S/S SSS CP 8-32X3/8
"#8-32 x 3/8"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73239	S/S SSS CP 10-24X3/4
"#10-24 x 3/4"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73244	S/S SSSCP 10-32X3/16
"#10-32 x 3/16"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73248	S/S SSS CP 10-32X1/2
"#10-32 x 1/2"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73250	S/S SSS CP 10-32X3/4
"#10-32 x 3/4"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73262	S/S SSS CP 1/4-20X1
"1/4""-20 x 1"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73263	S/S SSSCP 1/4NCX1.25
"1/4""-20 x 1-1/4"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73264	S/S SSSCP 1/4-20X1.5
"1/4""-20 x 1-1/2"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73265	S/S SSSCP1/4-20X1.75
"1/4""-20 x 1-3/4"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73267	S/S SSSCP 1/4-28X3/8
"1/4""-28 x 3/8"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73268	S/S SSSCP 1/4-28X1/2
"1/4""-28 x 1/2"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73272	S/S SSSCP1/4-28X1.25
"1/4""-28 x 1-1/4"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73291	S/S SSSCP 5/16-24X.5
"5/16""-24 x 1/2"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73295	S/SSSCP 5/16-24X1.25
"5/16""-24 x 1-1/4"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73296	S/S SSSCP 5/16NFX1.5
"5/16""-24 x 1-1/2"" Hex Drive Cup Point Grade 18-8 Stainless Steel Socket Set Screw"	
73404	S/S SHCS 4-40X5/16
"#4-40 x 5/16"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73405	S/S SHCS 4-40X5/8
"#4-40 x 5/8"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73406	S/S SHCS 4-40 X 3/4
"#4-40 x 3/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73426	S/S SHCS 8-32X1 1/4
"#8-32 x 1-1/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73428	S/S SHCS 8-32X1 3/4
"#8-32 x 1-3/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73429	S/S SHCS 8-32 X 2
"#8-32 x 2"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73445	S/S SHCS 10-32 X 1/4
"#10-32 x 1/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73454	S/S SHCS 10/32-1 3/4
"#10-32 x 1-3/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73455	S/S SHCS 10-32 X 2
"#10-32 x 2"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73456	S/S SHCS 10-32X2 1/4
"#10-32 x 2-1/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73470	S/S SHCS 1/4-20 X 3
"1/4""-20 x 3"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73477	S/S SHCS 1/4-28X 3/8
"1/4""-28 x 3/8"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73478	S/S SHCS 1/4-28X1/2
"1/4""-28 x 1/2"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73479	S/S SHCS 1/4-28X5/8
"1/4""-28 x 5/8"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73480	S/S SHCS 1/4-28X3/4
"1/4""-28 x 3/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73481	S/S SHCS 1/4-28 X 1
"1/4""-28 x 1"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73482	S/S SHCS 1/4-28X1.25
"1/4""-28 x 1-1/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73483	S/S SHCS 1/4-28X1.5
"1/4""-28 x 1-1/2"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73484	S/S SHCS 1/4-28X1.75
"1/4""-28 x 1-3/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73500	S/S SHCS 5/16X2 1/4
"5/16""-18 x 2-1/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73508	S/S SHCS 6-32X5/16
"#6-32 x 5/16"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73511	S/S SHCS 6-32X1 3/4
"#6-32 x 1-3/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73513	18-8 SHCS 10/32X 7/8
"#10-32 x 7/8"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73514	S/S SHCS 10-32X2 1/2
"#10-32 x 2-1/2"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73521	S/S SHCS 5/16-24X1/2
"5/16""-24 x 1/2"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73522	S/S SHCS 5/16-24X5/8
"5/16""-24 x 5/8"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73523	S/S SHCS 5/16-24X3/4
"5/16""-24 x 3/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73524	S/S SHCS 5/16-24 X 1
"5/16""-24 x 1"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73525	S/SSHCS5/16-24X1 1/4
"5/16""-24 x 1-1/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73526	S/S SHCS 5/16-24X1.5
"5/16""-24 x 1-1/2"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73528	S/S SHCS 5/16-24 X 2
"5/16""-24 x 2"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73558	S/S SHCS 3/8-24X3/4
"3/8""-24 x 3/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73559	S/S SHCS 3/8-24 X 1
"3/8""-24 x 1"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73560	S/S SHCS 3/8-24X1.25
"3/8""-24 x 1-1/4"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73561	S/S SHCS 3/8-24X1.5
"3/8""-24 x 1-1/2"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73565	S/S SHCS 3/8-24X2.5
"3/8""-24 x 2-1/2"" ASTM F837 Hex Drive Grade 18-8 Stainless Steel Socket Cap Screw"	
73701	S/S BHSCS 6-32X3/16
"#6-32 x 3/16"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
73708	S/S BHSCS 4-40X1/8
"#4-40 x 1/8"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
73716	S/S BHSCS 6-32 X 1/2
"#6-32 x 1/2"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
73723	S/S BHSCS 8-32 X 5/8
"#8-32 x 5/8"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
73740	S/S BHSCS 10-32X1/4
"#10-32 x 1/4"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
73766	S/S BHSCS 1/4-28X3/8
"1/4""-28 x 3/8"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
73767	S/S BHSCS 1/4-28X1/2
"1/4""-28 x 1/2"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
73768	S/S BHSCS 1/4-28X5/8
"1/4""-28 x 5/8"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Button Socket Cap Screw"	
73844	S/S FHSCS 6-32 X 1/4
"#6-32 x 1/4"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
73846	S/S FHSCS 6-32 X 1/2
"#6-32 x 1/2"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
73875	S/S FHSCS 10-32X1.25
"#10-32 x 1-1/4"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
73895	S/S FHSCS 1/4-28X1/2
"1/4""-28 x 1/2"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
73896	S/S FHSCS 1/4-28X5/8
"1/4""-28 x 5/8"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
73897	S/S FHSCS 1/4-28X3/4
"1/4""-28 x 3/4"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
73898	S/S FHSCS 1/4-28 X 1
"1/4""-28 x 1"" ASTM F879 Hex Drive Grade 18-8 Stainless Steel Flat Socket Cap Screw"	
74115	S/S STRIP 1/2 X 1
"1/2"" Shoulder x 1"" Shoulder Length x 3/8""-16  Stainless Steel Socket Shoulder Bolt"	
74170	S/S DPN 1/4 X 3/4
"1/4"" x 3/4"" 18-8 Stainless Steel Standard Dowel Pin"	
77942	316 S/S COUPL 1/4-20
"1/4""-20 x 7/8"" 316 S/S Coupling Nut"	
79017	8-32X1 1/2 SHCS316SS
"#8-32 x 1-1/2"" ASTM F837 Hex Drive Grade 316 Stainless Steel Socket Cap Screw"	
93201	SHCS 1/4-20 X 1/2 ZP
"1/4""-20 x 1/2"" ASTM A574 Hex Drive Zinc Finish Alloy Steel Socket Cap Screw"	
93203	SHCS 1/4-20 X 3/4 ZP
"1/4""-20 x 3/4"" ASTM A574 Hex Drive Zinc Finish Alloy Steel Socket Cap Screw"	
93793	1/4-28X3 SHCS ZINC
"1/4""-28 x 3"" ASTM A574 Hex Drive Zinc Finish Alloy Steel Socket Cap Screw"	
M42510006A20000	M3 X 6 FHSCS A-2
M3-0.5 x 6mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42510012A20000	M3 X 12 FHSCS A-2
M3-0.5 x 12mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42530008A20000	M4 X 8 FHSCS A-2
M4-0.7 x 8mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42530012A40000	M4 X 12 FHSCS A-4
M4-0.7 x 12mm DIN 7991 Hex Drive Grade A4-70 Stainless Steel Flat Socket Cap Screw	
M42530016A20000	M4 X 16 FHSCS A-2
M4-0.7 x 16mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42540008A20000	S/SFHSCS M5 X 8
M5-0.8 x 8mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42540010A20000	M5 X 10 FHSCS A-2
M5-0.8 x 10mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42540012A20000	M5 X 12 FHSCS A-2
M5-0.8 x 12mm DIN 7991 Hex Drive Grade A2-50 Stainless Steel Flat Socket Cap Screw	
M42540016A20000	M5 X 16 FHSCS A-2
M5-0.8 x 16mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42540030A20000	M5 X 30 FHSCS A-2
M5-0.8 x 30mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42540035A20000	M5 X 35 FHSCS A-2
M5-0.8 x 35mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42540040A20000	M5 X 40 FHSCS A-2
M5-0.8 x 40mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42540040A40000	M5X40 FHSCS A4
M5-0.8 x 40mm DIN 7991 Hex Drive Grade A4-70 Stainless Steel Flat Socket Cap Screw	
M42540050A20000	M5 X 50 FHSCS A-2
M5-0.8 x 50mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42550008A20000	M6 X 8  FHSCS A-2
M6-1.0 x 8mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42550012A20000	M6 X 12 FHSCS A-2
M6-1.0 x 12mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42550016A20000	M6 X 16 FHSCS A-2
M6-1.0 x 16mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42550020A20000	M6 X 20 FHSCS A-2
M6-1.0 x 20mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42550070A20000	M6 X 70 FHSCS A-2
M6-1.0 x 70mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42580012A20000	M8 X 12 FHSCS A-2
M8-1.25 x 12mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42580020A20000	M8 X 20 FHSCS A-2
M8-1.25 x 20mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42580025A20000	M8 X 25 FHSCS A-2
M8-1.25 x 25mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42600016A20000	M10 X 16 FHSCS A-2
M10-1.5 x 16mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42600025A20000	M10 X 25 FHSCS A-2
M10-1.5 x 25mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M42650025A20000	M12 X 25 FHSCS A-2
M12-1.75 x 25mm DIN 7991 Hex Drive Grade A2-70 Stainless Steel Flat Socket Cap Screw	
M72600040A20000	M10 X 40 HCS A-2
M10-1.5 x 40mm DIN 931 A2-70 Stainless Steel Hex Cap Screw	
M82540016A20000	M5 X 16 HCS A-2
M5-0.8 x 16mm DIN 933 A2-70 Stainless Steel Hex Cap Screw	
M82540020A20000	M5 X 20 HCS A-2
M5-0.8 x 20mm DIN 933 A2-70 Stainless Steel Hex Cap Screw	
M82580025A20000	M8 X 25 HCS A-2
M8-1.25 x 25mm DIN 933 A2-70 Stainless Steel Hex Cap Screw	
M82600030A20000	M10 X 30 HCS A-2
M10-1.5 x 30mm DIN 933 A2-70 Stainless Steel Hex Cap Screw	
M82600035A20000	M10 X 35 HCS A-2
M10-1.5 x 35mm DIN 933 A2-70 Stainless Steel Hex Cap Screw	
M82600050A20000	M10 X 50 HCS A-2
M10-1.5 x 50mm DIN 933 A2-70 Stainless Steel Hex Cap Screw	
MB2510006A20000	M3 X 6 BHSCS A-2
M3-0.5 x 6mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2510012A20000	M3 X 12 BHSCS A-2
M3-0.5 x 12mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2530008A20000	M4 X 8 BHSCS A-2
M4-0.7 x 8mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2530012A20000	M4 X 12 BHSCS A-2
M4-0.7 x 12mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2530016A20000	M4 X 16 BHSCS A-2
M4-0.7 x 16mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2540008A20000	M5 X 8 BHSCS A-2
M5-0.8 x 8mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2540012A20000	M5 X 12 BHSCS A-2
M5-0.8 x 12mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2540016A20000	M5 X 16 BHSCS A-2
M5-0.8 x 16mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2550008A20000	M6 X 8 BHSCS A-2
M6-1.0 x 8mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2550016A20000	M6 X 16 BHSCS A-2
M6-1.0 x 16mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2550045A20000	M6 X 45 BHSCS A-2
M6-1.0 x 45mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2580012A20000	M8 X 12 BHSCS A-2
M8-1.25 x 12mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2580020A20000	M8 X 20 BHSCS A-2
M8-1.25 x 20mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2600016A20000	M10 X 16 BHSCS A-2
M10-1.5 x 16mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MB2600020A20000	M10 X 20 BHSCS A-2
M10-1.5 x 20mm ISO 7380 Hex Drive Grade A2-70 Stainless Steel Button Socket Cap Screw	
MD6400020A20000	S/S DOWEL PIN M10X20
M10 x 20mm ISO 2338 Stainless Steel A2 Standard Dowel Pin	
ML6330000A20000	M3   LOCK WASHER A-2
M3 DIN 127 A2 Stainless Steel Split Lock Washer	
ML6340000A20000	M4  LOCK WASHER A-2
M4 DIN 127 A2 Stainless Steel Split Lock Washer	
ML6350000A20000	M5  LOCK WASHER A-2
M5 DIN 127 A2 Stainless Steel Split Lock Washer	
ML6360000A20000	M6  LOCK WASHER A-2
M6 DIN 127 A2 Stainless Steel Split Lock Washer	
ML6380000A20000	M8  LOCK WASHER A-2
M8 DIN 127 A2 Stainless Steel Split Lock Washer	
ML6400000A20000	M10 LOCK WASHER A-2
M10 DIN 127 A2 Stainless Steel Split Lock Washer	
MN2540000A20000	M5 HEX NUT A-2
M5-0.8 DIN 934 Finish Stainless Steel A2 Hex Nut	
MN2550000A20000	M6-1.0 HEX NUT A-2
M6-1.0 DIN 934 Finish Stainless Steel A2 Hex Nut	
MN2580000A20000	M8 HEX NUT A-2
M8-1.25 DIN 934 A2 Stainless Steel Hex Nut	
MS2460005A20000	M2 X 5 SHCS A-2
M2-0.4 x 5mm ISO 4762/DIN 912 Hex Drive Grade A2-70 Stainless Steel Socket Cap Screw	
MS2490008A20000	M2.5 X 8 SHCS A-2
M2.5-0.45 x 8mm ISO 4762/DIN 912 Hex Drive Grade A2-70 Stainless Steel Socket Cap Screw	
MS2510008A20000	M3 X 8  SHCS A-2
M3-0.5 x 8mm ISO 4762/DIN 912 Hex Drive Grade A2-70 Stainless Steel Socket Cap Screw	
MS2510010A20000	M3 X 10 SHCS A-2
M3-0.5 x 10mm ISO 4762/DIN 912 Hex Drive Grade A2-70 Stainless Steel Socket Cap Screw	
MS2510012A20000	M3 X 12 SHCS A-2
M3-0.5 x 12mm ISO 4762/DIN 912 Hex Drive Grade A2-70 Stainless Steel Socket Cap Screw	
MS2510014A20000	M3 X 14 SHCS A-2
M3-0.5 x 14mm ISO 4762/DIN 912 Hex Drive Grade A2-70 Stainless Steel Socket Cap Screw	
MS2510020A20000	M3 X 20 SHCS A-2
